shape_id,shape_pt_lat,shape_pt_lon,shape_pt_sequence
40030,39.530759,-119.855946,170006
40030,39.530721,-119.855843,170007
40030,39.530695,-119.855739,170008
40030,39.530682,-119.855643,170009
40030,39.530680,-119.855399,170010
40030,39.530679,-119.854791,170011
40030,39.530679,-119.854791,180001
40030,39.530678,-119.854541,180002
40030,39.530681,-119.854307,180003
40030,39.530678,-119.854023,180004
40030,39.530674,-119.853903,180005
40030,39.530663,-119.853690,180006
40030,39.530620,-119.852856,180007
40030,39.530591,-119.852184,180008
40030,39.530591,-119.852184,190001
40030,39.530582,-119.851976,190002
40030,39.530578,-119.851898,190003
40030,39.530538,-119.851011,190004
40030,39.530499,-119.850106,190005
40030,39.530462,-119.849208,190006
40030,39.530422,-119.848303,190007
40030,39.530384,-119.847469,190008
40030,39.530354,-119.846741,190009
40030,39.530354,-119.846741,200001
40030,39.530345,-119.846536,200002
40030,39.530358,-119.845849,200003
40030,39.530356,-119.845803,200004
40030,39.530351,-119.845739,200005
40030,39.530341,-119.845664,200006
40030,39.530241,-119.845226,200007
40030,39.530216,-119.845070,200008
40030,39.530286,-119.843610,200009
40030,39.530347,-119.842314,200010
40030,39.530392,-119.841432,200011
40030,39.530424,-119.840773,200012
40030,39.530424,-119.840773,210001
40030,39.530435,-119.840532,210002
40030,39.530478,-119.839625,210003
40030,39.530520,-119.838743,210004
40030,39.530563,-119.837858,210005
40030,39.530578,-119.837547,210006
40030,39.530578,-119.837547,220001
40030,39.530605,-119.836976,220002
40030,39.530690,-119.835258,220003
40030,39.530690,-119.835258,230001
40030,39.530700,-119.835059,230002
40030,39.530775,-119.833465,230003
40030,39.530799,-119.833069,230004
40030,39.530799,-119.833069,240001
40030,39.530911,-119.831223,240002
40030,39.531051,-119.830481,240003
40030,39.531051,-119.830481,250001
40030,39.531107,-119.830188,250002
40030,39.531153,-119.829955,250003
40030,39.531281,-119.829269,250004
40030,39.531467,-119.828301,250005
40030,39.531488,-119.828191,250006
40030,39.531488,-119.828191,260001
40030,39.531767,-119.826747,260002
40030,39.531784,-119.826658,260003
40030,39.531802,-119.826563,260004
40030,39.531956,-119.825754,260005
40030,39.532005,-119.825521,260006
40030,39.532213,-119.824966,260007
40030,39.532213,-119.824966,270001
40030,39.532310,-119.824707,270002
40030,39.531848,-119.824560,270003
40030,39.531722,-119.824519,270004
40030,39.531670,-119.824504,270005
40030,39.531475,-119.824443,270006
40030,39.531475,-119.824443,280001
40030,39.530830,-119.824237,280002
40030,39.529500,-119.823817,280003
40030,39.529726,-119.822629,280004
40030,39.529726,-119.822629,290001
40030,39.529750,-119.822502,290002
40030,39.529997,-119.821202,290003
40030,39.530125,-119.820548,290004
40030,39.530250,-119.819877,290005
40030,39.530446,-119.818856,290006
40030,39.530446,-119.818856,300001
40030,39.530497,-119.818587,300002
40030,39.530715,-119.817435,300003
40030,39.530717,-119.817269,300004
40030,39.530713,-119.817134,300005
40030,39.530719,-119.817074,300006
40030,39.530931,-119.815971,300007
40030,39.531187,-119.814643,300008
40030,39.531216,-119.814516,300009
40030,39.531443,-119.813339,300010
40030,39.531693,-119.812021,300011
40030,39.531818,-119.811371,300012
40030,39.531942,-119.810721,300013
40030,39.530659,-119.810312,300014
40030,39.530528,-119.810270,300015
40030,39.530259,-119.810186,300016
40030,39.530215,-119.810417,300017
50050,39.600245,-119.780591,10001
50050,39.601079,-119.780660,10002
50050,39.601804,-119.780658,10003
50050,39.603619,-119.780657,10004
50050,39.603623,-119.779949,10005
50050,39.603623,-119.779949,20001
50050,39.603628,-119.778932,20002
50050,39.603634,-119.777272,20003
50050,39.603641,-119.775817,20004
50050,39.603646,-119.774567,20005
50050,39.603664,-119.771271,20006
50050,39.603664,-119.771271,30001
50050,39.603665,-119.771075,30002
50050,39.602301,-119.771073,30003
50050,39.600365,-119.771076,30004
50050,39.600365,-119.771076,40001
50050,39.600033,-119.771077,40002
50050,39.598671,-119.771079,40003
50050,39.597845,-119.771079,40004
50050,39.597589,-119.771079,40005
50050,39.597589,-119.771079,50001
50050,39.596420,-119.771079,50002
50050,39.595077,-119.771081,50003
50050,39.593029,-119.771081,50004
50050,39.593029,-119.771081,60001
50050,39.592807,-119.771081,60002
50050,39.592791,-119.772625,60003
50050,39.592782,-119.773459,60004
50050,39.592764,-119.775428,60005
50050,39.592764,-119.775428,70001
50050,39.592761,-119.775829,70002
50050,39.592754,-119.776471,70003
50050,39.592745,-119.777613,70004
50050,39.592733,-119.778795,70005
50050,39.592740,-119.779295,70006
50050,39.592740,-119.779295,80001
50050,39.592741,-119.779363,80002
50050,39.592736,-119.779856,80003
50050,39.592720,-119.780349,80004
50050,39.592695,-119.780586,80005
50050,39.589114,-119.780493,80006
50050,39.588630,-119.780480,80007
50050,39.588630,-119.780480,90001
50050,39.587524,-119.780451,90002
50050,39.585449,-119.780398,90003
50050,39.585337,-119.780395,90004
50050,39.585337,-119.780395,100001
50050,39.584500,-119.780378,100002
50050,39.583668,-119.780356,100003
50050,39.582562,-119.780330,100004
50050,39.581950,-119.780316,100005
50050,39.581435,-119.780302,100006
50050,39.581435,-119.780302,110001
50050,39.581217,-119.780296,110002
50050,39.579062,-119.780245,110003
50050,39.578895,-119.780271,110004
50050,39.578895,-119.780271,120001
50050,39.578413,-119.780347,120002
50050,39.578196,-119.780383,120003
50050,39.574647,-119.781081,120004
50050,39.573668,-119.781271,120005
50050,39.573668,-119.781271,130001
50050,39.573456,-119.781312,130002
50050,39.573448,-119.781314,130003
50050,39.573448,-119.781314,140001
50050,39.570380,-119.781916,140002
50050,39.568012,-119.782382,140003
50050,39.567781,-119.782435,140004
50050,39.567508,-119.782515,140005
50050,39.567403,-119.782549,140006
50050,39.567307,-119.782586,140007
50050,39.567092,-119.782675,140008
50050,39.566973,-119.782730,140009
50050,39.566821,-119.782805,140010
50050,39.566774,-119.782829,140011
50050,39.566725,-119.782857,140012
50050,39.566584,-119.782936,140013
50050,39.566573,-119.782943,140014
50050,39.566573,-119.782943,150001
50050,39.566374,-119.783067,150002
50050,39.566305,-119.783115,150003
50050,39.566155,-119.783219,150004
50050,39.566011,-119.783330,150005
50050,39.565992,-119.783344,150006
50050,39.565859,-119.783455,150007
50050,39.565729,-119.783570,150008
50050,39.565718,-119.783577,150009
50050,39.565590,-119.783699,150010
50050,39.565535,-119.783755,150011
50050,39.565524,-119.783762,150012
50050,39.565441,-119.783849,150013
50050,39.565241,-119.784065,150014
50050,39.565235,-119.784072,150015
50050,39.565163,-119.784156,150016
50050,39.565088,-119.784247,150017
50050,39.564979,-119.784384,150018
50050,39.564857,-119.784548,150019
50050,39.564754,-119.784695,150020
50050,39.564715,-119.784755,150021
50050,39.564695,-119.784783,150022
50050,39.564620,-119.784899,150023
50050,39.564542,-119.785029,150024
50050,39.564279,-119.785450,150025
50050,39.563921,-119.786024,150026
50050,39.563921,-119.786024,160001
50050,39.563813,-119.786197,160002
50050,39.563620,-119.786531,160003
50050,39.563344,-119.786980,160004
50050,39.563109,-119.787377,160005
50050,39.562851,-119.787844,160006
50050,39.562581,-119.788276,160007
50050,39.562422,-119.788507,160008
50050,39.562249,-119.788728,160009
50050,39.562107,-119.788899,160010
50050,39.561966,-119.789056,160011
50050,39.561688,-119.789349,160012
50050,39.561555,-119.789475,160013
50050,39.561297,-119.789697,160014
50050,39.560907,-119.790006,160015
50050,39.560457,-119.790293,160016
50050,39.560417,-119.790420,160017
50050,39.560035,-119.790693,160018
50050,39.559645,-119.790963,160019
50050,39.559413,-119.791112,160020
50050,39.559098,-119.791319,160021
50050,39.559043,-119.791354,160022
50050,39.558910,-119.791433,160023
50050,39.558714,-119.791522,160024
50050,39.558552,-119.791579,160025
50050,39.558334,-119.791632,160026
50050,39.558120,-119.791668,160027
50050,39.557875,-119.791688,160028
50050,39.557875,-119.791741,160029
50050,39.557882,-119.791844,160030
50050,39.557905,-119.791955,160031
50050,39.557956,-119.792087,160032
50050,39.558034,-119.792230,160033
50050,39.558180,-119.792474,160034
50050,39.558233,-119.792613,160035
50050,39.558262,-119.792741,160036
50050,39.558263,-119.792745,160037
50050,39.558263,-119.792745,170001
50050,39.558274,-119.792926,170002
50050,39.558264,-119.793890,170003
50050,39.558265,-119.794543,170004
50050,39.558275,-119.795175,170005
50050,39.558275,-119.795175,180001
50050,39.558275,-119.795182,180002
50050,39.558269,-119.795806,180003
50050,39.558271,-119.796086,180004
50050,39.558250,-119.798614,180005
50050,39.558006,-119.798628,180006
50050,39.557856,-119.798628,180007
50050,39.557856,-119.798628,190001
50050,39.557163,-119.798631,190002
50050,39.557001,-119.798625,190003
50050,39.556870,-119.798597,190004
50050,39.556538,-119.798588,190005
50050,39.556422,-119.798586,190006
50050,39.556082,-119.798584,190007
50050,39.556008,-119.798572,190008
50050,39.555502,-119.798565,190009
50050,39.554779,-119.798555,190010
50050,39.554475,-119.798556,190011
50050,39.554475,-119.798556,200001
50050,39.552881,-119.798567,200002
50050,39.552692,-119.798576,200003
50050,39.552692,-119.798576,210001
50050,39.550958,-119.798657,210002
50050,39.550206,-119.798676,210003
50050,39.549177,-119.798630,210004
50050,39.549072,-119.798629,210005
50050,39.549072,-119.798629,220001
50050,39.548229,-119.798628,220002
50050,39.547565,-119.798619,220003
50050,39.546467,-119.798611,220004
50050,39.546107,-119.798607,220005
50050,39.546107,-119.798607,230001
50050,39.545858,-119.798604,230002
50050,39.545338,-119.798620,230003
50050,39.544789,-119.798635,230004
50050,39.544292,-119.798635,230005
50050,39.544292,-119.798635,240001
50050,39.544020,-119.798636,240002
50050,39.543252,-119.798636,240003
50050,39.542406,-119.798629,240004
50050,39.542029,-119.798625,240005
50050,39.542029,-119.798625,250001
50050,39.541863,-119.798623,250002
50050,39.540034,-119.798616,250003
50050,39.539238,-119.798605,250004
50050,39.538739,-119.798599,250005
50050,39.538739,-119.798599,260001
50050,39.538502,-119.798596,260002
50050,39.537298,-119.798554,260003
50050,39.536691,-119.798533,260004
50050,39.536628,-119.798532,260005
50050,39.536485,-119.798526,260006
50050,39.536318,-119.798520,260007
50050,39.536318,-119.798520,270001
50050,39.536082,-119.798511,270002
50050,39.535736,-119.798505,270003
50050,39.535651,-119.798497,270004
50050,39.534704,-119.798487,270005
50050,39.534704,-119.799501,270006
50050,39.534703,-119.800693,270007
50050,39.534702,-119.800877,270008
50050,39.534702,-119.800877,280001
50050,39.534700,-119.801983,280002
50050,39.534710,-119.803182,280003
50050,39.534709,-119.803263,280004
50050,39.534700,-119.803348,280005
50050,39.534658,-119.803617,280006
50050,39.534589,-119.803971,280007
50050,39.534589,-119.803971,290001
50050,39.534403,-119.804917,290002
50050,39.534133,-119.806251,290003
50050,39.534133,-119.806251,300001
50050,39.534119,-119.806320,300002
50050,39.533874,-119.807702,300003
50050,39.533588,-119.809205,300004
50050,39.533588,-119.809205,310001
50050,39.533499,-119.809674,310002
50050,39.533456,-119.809900,310003
50050,39.533220,-119.811130,310004
50050,39.531942,-119.810721,310005
50050,39.530659,-119.810312,310006
50050,39.530528,-119.810270,310007
50050,39.530259,-119.810186,310008
50050,39.530012,-119.811485,310009
50050,39.529918,-119.811458,310010
50050,39.530092,-119.810558,310011
50051,39.530092,-119.810558,10001
50051,39.530170,-119.810155,10002
50051,39.530259,-119.810186,10003
50051,39.530528,-119.810270,10004
50051,39.530659,-119.810312,10005
50051,39.531942,-119.810721,10006
50051,39.533220,-119.811130,10007
50051,39.533456,-119.809900,10008
50051,39.533499,-119.809674,10009
50051,39.533874,-119.807702,10010
50051,39.534067,-119.806614,10011
50051,39.534067,-119.806614,20001
50051,39.534119,-119.806320,20002
50051,39.534403,-119.804917,20003
50051,39.534437,-119.804745,20004
50051,39.534437,-119.804745,30001
50051,39.534658,-119.803617,30002
50051,39.534700,-119.803348,30003
50051,39.534709,-119.803263,30004
50051,39.534710,-119.803182,30005
50051,39.534700,-119.801983,30006
50051,39.534701,-119.801853,30007
50051,39.534701,-119.801853,40001
50051,39.534703,-119.800693,40002
50051,39.534703,-119.800534,40003
50051,39.534703,-119.800534,50001
50051,39.534704,-119.799501,50002
50051,39.534704,-119.798487,50003
50051,39.535651,-119.798497,50004
50051,39.535736,-119.798505,50005
50051,39.536082,-119.798511,50006
50051,39.536214,-119.798516,50007
50051,39.536214,-119.798516,60001
50051,39.536485,-119.798526,60002
50051,39.536628,-119.798532,60003
50051,39.536691,-119.798533,60004
50051,39.537298,-119.798554,60005
50051,39.538198,-119.798586,60006
50051,39.538198,-119.798586,70001
50051,39.538502,-119.798596,70002
50051,39.539238,-119.798605,70003
50051,39.540034,-119.798616,70004
50051,39.541863,-119.798623,70005
50051,39.542144,-119.798626,70006
50051,39.542144,-119.798626,80001
50051,39.542406,-119.798629,80002
50051,39.543252,-119.798636,80003
50051,39.544020,-119.798636,80004
50051,39.544246,-119.798635,80005
50051,39.544246,-119.798635,90001
50051,39.544789,-119.798635,90002
50051,39.545338,-119.798620,90003
50051,39.545858,-119.798604,90004
50051,39.546346,-119.798610,90005
50051,39.546346,-119.798610,100001
50051,39.546467,-119.798611,100002
50051,39.547565,-119.798619,100003
50051,39.548229,-119.798628,100004
50051,39.549177,-119.798630,100005
50051,39.549297,-119.798635,100006
50051,39.549297,-119.798635,110001
50051,39.550206,-119.798676,110002
50051,39.550958,-119.798657,110003
50051,39.552881,-119.798567,110004
50051,39.554779,-119.798555,110005
50051,39.555055,-119.798558,110006
50051,39.555055,-119.798558,120001
50051,39.555502,-119.798565,120002
50051,39.556008,-119.798572,120003
50051,39.556082,-119.798584,120004
50051,39.556422,-119.798586,120005
50051,39.556538,-119.798588,120006
50051,39.556870,-119.798597,120007
50051,39.557001,-119.798625,120008
50051,39.557163,-119.798631,120009
50051,39.558006,-119.798628,120010
50051,39.558250,-119.798614,120011
50051,39.558259,-119.797587,120012
50051,39.558259,-119.797587,130001
50051,39.558271,-119.796086,130002
50051,39.558269,-119.795806,130003
50051,39.558275,-119.795182,130004
50051,39.558273,-119.795054,130005
50051,39.558273,-119.795054,140001
50051,39.558265,-119.794543,140002
50051,39.558264,-119.793890,140003
50051,39.558274,-119.792926,140004
50051,39.558269,-119.792844,140005
50051,39.558269,-119.792844,150001
50051,39.558262,-119.792741,150002
50051,39.558233,-119.792613,150003
50051,39.558180,-119.792474,150004
50051,39.558034,-119.792230,150005
50051,39.557956,-119.792087,150006
50051,39.557905,-119.791955,150007
50051,39.557882,-119.791844,150008
50051,39.557875,-119.791741,150009
50051,39.557875,-119.791688,150010
50051,39.557879,-119.791539,150011
50051,39.558127,-119.791480,150012
50051,39.558342,-119.791412,150013
50051,39.558610,-119.791289,150014
50051,39.558784,-119.791182,150015
50051,39.558916,-119.791103,150016
50051,39.558974,-119.791069,150017
50051,39.559289,-119.790872,150018
50051,39.559933,-119.790490,150019
50051,39.560347,-119.790263,150020
50051,39.560457,-119.790293,150021
50051,39.560907,-119.790006,150022
50051,39.561297,-119.789697,150023
50051,39.561555,-119.789475,150024
50051,39.561688,-119.789349,150025
50051,39.561966,-119.789056,150026
50051,39.562107,-119.788899,150027
50051,39.562249,-119.788728,150028
50051,39.562422,-119.788507,150029
50051,39.562581,-119.788276,150030
50051,39.562851,-119.787844,150031
50051,39.563109,-119.787377,150032
50051,39.563344,-119.786980,150033
50051,39.563620,-119.786531,150034
50051,39.563813,-119.786197,150035
50051,39.564059,-119.785803,150036
50051,39.564059,-119.785803,160001
50051,39.564279,-119.785450,160002
50051,39.564542,-119.785029,160003
50051,39.564620,-119.784899,160004
50051,39.564695,-119.784783,160005
50051,39.564715,-119.784755,160006
50051,39.564754,-119.784695,160007
50051,39.564857,-119.784548,160008
50051,39.564979,-119.784384,160009
50051,39.565088,-119.784247,160010
50051,39.565163,-119.784156,160011
50051,39.565235,-119.784072,160012
50051,39.565241,-119.784065,160013
50051,39.565441,-119.783849,160014
50051,39.565524,-119.783762,160015
50051,39.565535,-119.783755,160016
50051,39.565590,-119.783699,160017
50051,39.565718,-119.783577,160018
50051,39.565729,-119.783570,160019
50051,39.565859,-119.783455,160020
50051,39.565992,-119.783344,160021
50051,39.566011,-119.783330,160022
50051,39.566155,-119.783219,160023
50051,39.566305,-119.783115,160024
50051,39.566374,-119.783067,160025
50051,39.566563,-119.782948,160026
50051,39.566563,-119.782948,170001
50051,39.566584,-119.782936,170002
50051,39.566725,-119.782857,170003
50051,39.566774,-119.782829,170004
50051,39.566821,-119.782805,170005
50051,39.566973,-119.782730,170006
50051,39.567092,-119.782675,170007
50051,39.567307,-119.782586,170008
50051,39.567403,-119.782549,170009
50051,39.567508,-119.782515,170010
50051,39.567781,-119.782435,170011
50051,39.568012,-119.782382,170012
50051,39.570380,-119.781916,170013
50051,39.571425,-119.781711,170014
50051,39.571425,-119.781711,180001
50051,39.573307,-119.781342,180002
50051,39.573307,-119.781342,190001
50051,39.573456,-119.781312,190002
50051,39.574647,-119.781081,190003
50051,39.578196,-119.780383,190004
50051,39.578413,-119.780347,190005
50051,39.578778,-119.780290,190006
50051,39.578778,-119.780290,200001
50051,39.579062,-119.780245,200002
50051,39.581217,-119.780296,200003
50051,39.581950,-119.780316,200004
50051,39.582120,-119.780320,200005
50051,39.582120,-119.780320,210001
50051,39.582562,-119.780330,210002
50051,39.583668,-119.780356,210003
50051,39.584500,-119.780378,210004
50051,39.585449,-119.780398,210005
50051,39.585765,-119.780406,210006
50051,39.585765,-119.780406,220001
50051,39.587524,-119.780451,220002
50051,39.589114,-119.780493,220003
50051,39.589712,-119.780508,220004
50051,39.589712,-119.780508,230001
50051,39.592372,-119.780578,230002
50051,39.592372,-119.780578,240001
50051,39.592695,-119.780586,240002
50051,39.594590,-119.780580,240003
50051,39.595295,-119.780578,240004
50051,39.596369,-119.780571,240005
50051,39.596564,-119.780571,240006
50051,39.596564,-119.780571,250001
50051,39.599998,-119.780570,250002
50051,39.600245,-119.780591,250003
60045,39.530129,-119.810870,10001
60045,39.530012,-119.811485,10002
60045,39.530267,-119.811570,10003
60045,39.530404,-119.811612,10004
60045,39.530410,-119.811768,10005
60045,39.530227,-119.812757,10006
60045,39.530165,-119.812927,10007
60045,39.529917,-119.814245,10008
60045,39.529670,-119.815552,10009
60045,39.529420,-119.816859,10010
60045,39.529165,-119.818177,10011
60045,39.528936,-119.818102,10012
60045,39.528936,-119.818102,20001
60045,39.527860,-119.817746,20002
60045,39.527507,-119.817630,20003
60045,39.527419,-119.817600,20004
60045,39.526188,-119.817206,20005
60045,39.525991,-119.817143,20006
60045,39.525991,-119.817143,30001
60045,39.524943,-119.816808,30002
60045,39.524417,-119.816657,30003
60045,39.524245,-119.816587,30004
60045,39.524117,-119.816514,30005
60045,39.524019,-119.816431,30006
60045,39.523812,-119.816299,30007
60045,39.523722,-119.816259,30008
60045,39.523554,-119.816203,30009
60045,39.523554,-119.816203,40001
60045,39.523544,-119.816199,40002
60045,39.523481,-119.816180,40003
60045,39.523366,-119.816167,40004
60045,39.523193,-119.816164,40005
60045,39.523080,-119.816173,40006
60045,39.522989,-119.816189,40007
60045,39.522725,-119.816262,40008
60045,39.522648,-119.816282,40009
60045,39.522224,-119.816417,40010
60045,39.521847,-119.816439,40011
60045,39.521847,-119.816439,50001
60045,39.521633,-119.816452,50002
60045,39.520810,-119.816640,50003
60045,39.520730,-119.816670,50004
60045,39.520711,-119.816680,50005
60045,39.520644,-119.816722,50006
60045,39.520639,-119.816725,50007
60045,39.520545,-119.816809,50008
60045,39.520467,-119.816917,50009
60045,39.520333,-119.817124,50010
60045,39.520305,-119.817148,50011
60045,39.520261,-119.817162,50012
60045,39.520066,-119.817158,50013
60045,39.519916,-119.817158,50014
60045,39.519916,-119.817158,60001
60045,39.519536,-119.817156,60002
60045,39.519020,-119.817157,60003
60045,39.517974,-119.817153,60004
60045,39.517153,-119.817158,60005
60045,39.517153,-119.817158,70001
60045,39.516933,-119.817159,70002
60045,39.515890,-119.817155,70003
60045,39.515003,-119.817158,70004
60045,39.515003,-119.817158,80001
60045,39.514847,-119.817158,80002
60045,39.513806,-119.817157,80003
60045,39.512804,-119.817157,80004
60045,39.512598,-119.817160,80005
60045,39.512598,-119.817160,90001
60045,39.511467,-119.817176,90002
60045,39.510514,-119.817184,90003
60045,39.509185,-119.817193,90004
60045,39.509136,-119.817192,90005
60045,39.509136,-119.817192,100001
60045,39.508389,-119.817189,100002
60045,39.507439,-119.817183,100003
60045,39.506363,-119.817175,100004
60045,39.506160,-119.817174,100005
60045,39.505946,-119.817164,100006
60045,39.505518,-119.817170,100007
60045,39.505524,-119.816766,100008
60045,39.505524,-119.816766,110001
60045,39.505550,-119.815193,110002
60045,39.505564,-119.814322,110003
60045,39.505574,-119.814226,110004
60045,39.505582,-119.814162,110005
60045,39.505597,-119.814085,110006
60045,39.505617,-119.814000,110007
60045,39.505626,-119.813972,110008
60045,39.505651,-119.813901,110009
60045,39.505682,-119.813796,110010
60045,39.505700,-119.813711,110011
60045,39.505712,-119.813622,110012
60045,39.505727,-119.812988,110013
60045,39.505728,-119.812577,110014
60045,39.505014,-119.812581,110015
60045,39.505014,-119.812581,120001
60045,39.504770,-119.812582,120002
60045,39.503524,-119.812574,120003
60045,39.502922,-119.812574,120004
60045,39.502508,-119.812584,120005
60045,39.501860,-119.812601,120006
60045,39.501662,-119.812605,120007
60045,39.501662,-119.812605,130001
60045,39.501220,-119.812615,130002
60045,39.500204,-119.812607,130003
60045,39.498680,-119.812593,130004
60045,39.498680,-119.812593,140001
60045,39.498422,-119.812590,140002
60045,39.497143,-119.812596,140003
60045,39.495125,-119.812607,140004
60045,39.495126,-119.812153,140005
60045,39.495126,-119.812153,150001
60045,39.495126,-119.811976,150002
60045,39.495137,-119.810977,150003
60045,39.495142,-119.810750,150004
60045,39.495157,-119.810640,150005
60045,39.495188,-119.810528,150006
60045,39.495219,-119.810454,150007
60045,39.495346,-119.810148,150008
60045,39.495420,-119.809915,150009
60045,39.495472,-119.809671,150010
60045,39.495492,-119.809527,150011
60045,39.495511,-119.809293,150012
60045,39.495516,-119.807830,150013
60045,39.495280,-119.807835,150014
60045,39.495280,-119.807835,160001
60045,39.494557,-119.807852,160002
60045,39.494244,-119.807857,160003
60045,39.494156,-119.807859,160004
60045,39.494156,-119.807859,170001
60045,39.493747,-119.807866,170002
60045,39.492934,-119.807880,170003
60045,39.492440,-119.807889,170004
60045,39.491202,-119.807910,170005
60045,39.491204,-119.807425,170006
60045,39.491204,-119.807425,180001
60045,39.491211,-119.805493,180002
60045,39.491214,-119.805192,180003
60045,39.491226,-119.803538,180004
60045,39.491222,-119.803261,180005
60045,39.491222,-119.803261,190001
60045,39.491220,-119.803080,190002
60045,39.491233,-119.801833,190003
60045,39.491234,-119.801603,190004
60045,39.491234,-119.801603,200001
60045,39.491250,-119.799343,200002
60045,39.491255,-119.799201,200003
60045,39.491297,-119.798801,200004
60045,39.491377,-119.798030,200005
60045,39.491492,-119.796948,200006
60045,39.491508,-119.796736,200007
60045,39.491562,-119.796301,200008
60045,39.491265,-119.796154,200009
60045,39.490667,-119.795857,200010
60045,39.490667,-119.795857,210001
60045,39.488047,-119.794557,210002
60045,39.488010,-119.794705,210003
60045,39.487860,-119.795234,210004
60046,39.487860,-119.795234,10001
60046,39.487770,-119.795555,10002
60046,39.487676,-119.795904,10003
60046,39.487650,-119.796006,10004
60046,39.487635,-119.796119,10005
60046,39.487627,-119.796916,10006
60046,39.487623,-119.798652,10007
60046,39.487629,-119.799896,10008
60046,39.487627,-119.800119,10009
60046,39.487627,-119.800119,20001
60046,39.487617,-119.801281,20002
60046,39.487618,-119.801760,20003
60046,39.487603,-119.802606,20004
60046,39.487595,-119.803120,20005
60046,39.487592,-119.803350,20006
60046,39.487592,-119.803350,30001
60046,39.487571,-119.804880,30002
60046,39.487556,-119.804979,30003
60046,39.487490,-119.805237,30004
60046,39.487462,-119.805343,30005
60046,39.487457,-119.807681,30006
60046,39.487461,-119.807756,30007
60046,39.487495,-119.807933,30008
60046,39.487726,-119.807932,30009
60046,39.487726,-119.807932,40001
60046,39.491202,-119.807910,40002
60046,39.491435,-119.807906,40003
60046,39.491435,-119.807906,50001
60046,39.492440,-119.807889,50002
60046,39.492934,-119.807880,50003
60046,39.493094,-119.807877,50004
60046,39.493094,-119.807877,60001
60046,39.493747,-119.807866,60002
60046,39.494244,-119.807857,60003
60046,39.494557,-119.807852,60004
60046,39.494773,-119.807847,60005
60046,39.494773,-119.807847,70001
60046,39.495516,-119.807830,70002
60046,39.495514,-119.808295,70003
60046,39.495514,-119.808295,80001
60046,39.495511,-119.809293,80002
60046,39.495492,-119.809527,80003
60046,39.495472,-119.809671,80004
60046,39.495420,-119.809915,80005
60046,39.495346,-119.810148,80006
60046,39.495219,-119.810454,80007
60046,39.495188,-119.810528,80008
60046,39.495157,-119.810640,80009
60046,39.495142,-119.810750,80010
60046,39.495137,-119.810977,80011
60046,39.495126,-119.811959,80012
60046,39.495126,-119.811959,90001
60046,39.495126,-119.811976,90002
60046,39.495125,-119.812607,90003
60046,39.497143,-119.812596,90004
60046,39.497294,-119.812596,90005
60046,39.497294,-119.812596,100001
60046,39.498422,-119.812590,100002
60046,39.500204,-119.812607,100003
60046,39.501220,-119.812615,100004
60046,39.501860,-119.812601,100005
60046,39.502327,-119.812589,100006
60046,39.502327,-119.812589,110001
60046,39.502508,-119.812584,110002
60046,39.502922,-119.812574,110003
60046,39.503524,-119.812574,110004
60046,39.504770,-119.812582,110005
60046,39.505728,-119.812577,110006
60046,39.505727,-119.812988,110007
60046,39.505713,-119.813589,110008
60046,39.505713,-119.813589,120001
60046,39.505712,-119.813622,120002
60046,39.505700,-119.813711,120003
60046,39.505682,-119.813796,120004
60046,39.505651,-119.813901,120005
60046,39.505626,-119.813972,120006
60046,39.505617,-119.814000,120007
60046,39.505597,-119.814085,120008
60046,39.505582,-119.814162,120009
60046,39.505574,-119.814226,120010
60046,39.505564,-119.814322,120011
60046,39.505550,-119.815193,120012
60046,39.505518,-119.817170,120013
60046,39.505946,-119.817164,120014
60046,39.506133,-119.817173,120015
60046,39.506133,-119.817173,130001
60046,39.506160,-119.817174,130002
60046,39.506363,-119.817175,130003
60046,39.507439,-119.817183,130004
60046,39.508389,-119.817189,130005
60046,39.508406,-119.817189,130006
60046,39.508406,-119.817189,140001
60046,39.509185,-119.817193,140002
60046,39.510514,-119.817184,140003
60046,39.511467,-119.817176,140004
60046,39.512574,-119.817161,140005
60046,39.512574,-119.817161,150001
60046,39.512804,-119.817157,150002
60046,39.513806,-119.817157,150003
60046,39.514847,-119.817158,150004
60046,39.515099,-119.817157,150005
60046,39.515099,-119.817157,160001
60046,39.515890,-119.817155,160002
60046,39.516933,-119.817159,160003
60046,39.517807,-119.817154,160004
60046,39.517807,-119.817154,170001
60046,39.517974,-119.817153,170002
60046,39.519020,-119.817157,170003
60046,39.519536,-119.817156,170004
60046,39.520066,-119.817158,170005
60046,39.520261,-119.817162,170006
60046,39.520305,-119.817148,170007
60046,39.520333,-119.817124,170008
60046,39.520467,-119.816917,170009
60046,39.520545,-119.816809,170010
60046,39.520639,-119.816725,170011
60046,39.520644,-119.816722,170012
60046,39.520711,-119.816680,170013
60046,39.520730,-119.816670,170014
60046,39.520810,-119.816640,170015
60046,39.521554,-119.816470,170016
60046,39.521554,-119.816470,180001
60046,39.521633,-119.816452,180002
60046,39.522224,-119.816417,180003
60046,39.522648,-119.816282,180004
60046,39.522725,-119.816262,180005
60046,39.522989,-119.816189,180006
60046,39.523080,-119.816173,180007
60046,39.523193,-119.816164,180008
60046,39.523366,-119.816167,180009
60046,39.523481,-119.816180,180010
60046,39.523544,-119.816199,180011
60046,39.523546,-119.816200,180012
60046,39.523546,-119.816200,190001
60046,39.523722,-119.816259,190002
60046,39.523812,-119.816299,190003
60046,39.524019,-119.816431,190004
