route_id,service_id,trip_id,trip_headsign,direction_id,block_id,shape_id
18-63,1801-1801-Weekday-01,433919-1801-1801-Weekday-01,"Meredith Way and Kleppe Lane",0,18105,180100
18-63,1801-1801-Weekday-01,433920-1801-1801-Weekday-01,"Meredith Way and Kleppe Lane",0,18105,180100
18-63,1801-1801-Weekday-01,433921-1801-1801-Weekday-01,"RTC 4th STREET STATION",1,18105,180099
18-63,1801-1801-Weekday-01,433922-1801-1801-Weekday-01,"RTC 4th STREET STATION",1,18105,180099
18-63,1801-1801-Weekday-01,433923-1801-1801-Weekday-01,"RTC 4th STREET STATION",1,18105,180099
18-63,1801-1801-Weekday-01,433924-1801-1801-Weekday-01,"RTC 4th STREET STATION",1,18105,180099
18-63,1801-1801-Weekday-01,433925-1801-1801-Weekday-01,"RTC 4th STREET STATION",1,18105,180099
18-63,1801-1801-Weekday-01,433926-1801-1801-Weekday-01,"RTC 4th STREET STATION",1,18105,180099
18-63,1801-1801-Weekday-01,433927-1801-1801-Weekday-01,"RTC 4th STREET STATION",1,18105,180099
18-63,1801-1801-Weekday-01,433928-1801-1801-Weekday-01,"RTC 4th STREET STATION",1,18105,180099
18-63,1801-1801-Weekday-01,433929-1801-1801-Weekday-01,"RTC 4th STREET STATION",1,18105,180099
2TS-63,1801-1801-Weekday-01,433930-1801-1801-Weekday-01,"RTC CENTENNIAL PLAZA STATION",0,2102,2TS0026
2TS-63,1801-1801-Weekday-01,433931-1801-1801-Weekday-01,"RTC 4th STREET STATION",1,2103,2TS0027
2TS-63,1801-1801-Weekday-01,433932-1801-1801-Weekday-01,"RTC 4th STREET STATION",1,2103,2TS0027
2TS-63,1801-1801-Weekday-01,433933-1801-1801-Weekday-01,"RTC CENTENNIAL PLAZA STATION",0,2102,2TS0026
3CL-63,1801-1801-Weekday-01,434012-1801-1801-Weekday-01,"RTC 4th STREET STATION",1,3101,3CL0045
3CL-63,1801-1801-Weekday-01,434013-1801-1801-Weekday-01,"RTC 4th STREET STATION",1,3101,3CL0045
3CL-63,1801-1801-Weekday-01,434014-1801-1801-Weekday-01,"RTC 4th STREET STATION",1,3101,3CL0045
3CL-63,1801-1801-Weekday-01,434015-1801-1801-Weekday-01,"RTC 4th STREET STATION",1,3101,3CL0045
3CL-63,1801-1801-Weekday-01,434016-1801-1801-Weekday-01,"RTC 4th STREET STATION",1,3101,3CL0045
