route_id,service_id,trip_id,trip_headsign,direction_id,block_id,shape_id
26-63,1801-1801-Weekday-01,432701-1801-1801-Weekday-01,"Northern Nevada Medical Center",0,11101,260043
26-63,1801-1801-Weekday-01,432702-1801-1801-Weekday-01,"Northern Nevada Medical Center",0,11101,260043
26-63,1801-1801-Weekday-01,432703-1801-1801-Weekday-01,"Northern Nevada Medical Center",0,11101,260043
26-63,1801-1801-Weekday-01,432704-1801-1801-Weekday-01,"Northern Nevada Medical Center",0,11101,260043
26-63,1801-1801-Weekday-01,432705-1801-1801-Weekday-01,"Northern Nevada Medical Center",0,11101,260043
25-63,1801-1801-Weekday-01,432706-1801-1801-Weekday-01,"Reed High School",0,11101,250027
25-63,1801-1801-Weekday-01,432707-1801-1801-Weekday-01,"Reed High School",0,11101,250027
25-63,1801-1801-Weekday-01,432708-1801-1801-Weekday-01,"Reed High School",0,11101,250027
25-63,1801-1801-Weekday-01,432709-1801-1801-Weekday-01,"Reed High School",0,11101,250027
26-63,1801-1801-Weekday-01,432710-1801-1801-Weekday-01,"Northern Nevada Medical Center",0,11102,260043
26-63,1801-1801-Weekday-01,432711-1801-1801-Weekday-01,"Northern Nevada Medical Center",0,11102,260043
26-63,1801-1801-Weekday-01,432712-1801-1801-Weekday-01,"Northern Nevada Medical Center",0,11102,260043
26-63,1801-1801-Weekday-01,432713-1801-1801-Weekday-01,"Northern Nevada Medical Center",0,11102,260043
26-63,1801-1801-Weekday-01,432714-1801-1801-Weekday-01,"Northern Nevada Medical Center",0,11102,260043
26-63,1801-1801-Weekday-01,432715-1801-1801-Weekday-01,"Northern Nevada Medical Center",0,11102,260043
25-63,1801-1801-Weekday-01,432716-1801-1801-Weekday-01,"Reed High School",0,11102,250027
25-63,1801-1801-Weekday-01,432717-1801-1801-Weekday-01,"Reed High School",0,11102,250027
25-63,1801-1801-Weekday-01,432718-1801-1801-Weekday-01,"Reed High School",0,11102,250027
25-63,1801-1801-Weekday-01,432719-1801-1801-Weekday-01,"Reed High School",0,11102,250027
21-63,1801-1801-Weekday-01,432720-1801-1801-Weekday-01,"Lillard Drive and Prater Way",0,11102,210036
21-63,1801-1801-Weekday-01,432721-1801-1801-Weekday-01,"Lillard Drive and Prater Way",0,11103,210036
26-63,1801-1801-Weekday-01,432722-1801-1801-Weekday-01,"Northern Nevada Medical Center",0,11103,260043
26-63,1801-1801-Weekday-01,432723-1801-1801-Weekday-01,"Northern Nevada Medical Center",0,11104,260043
26-63,1801-1801-Weekday-01,432724-1801-1801-Weekday-01,"Northern Nevada Medical Center",0,11104,260043
26-63,1801-1801-Weekday-01,432725-1801-1801-Weekday-01,"Northern Nevada Medical Center",0,11104,260043
26-63,1801-1801-Weekday-01,432726-1801-1801-Weekday-01,"Northern Nevada Medical Center",0,11104,260043
26-63,1801-1801-Weekday-01,432727-1801-1801-Weekday-01,"Northern Nevada Medical Center",0,11104,260043
26-63,1801-1801-Weekday-01,432728-1801-1801-Weekday-01,"Northern Nevada Medical Center",0,11104,260043
25-63,1801-1801-Weekday-01,432729-1801-1801-Weekday-01,"Reed High School",0,11104,250027
25-63,1801-1801-Weekday-01,432730-1801-1801-Weekday-01,"Reed High School",0,11104,250027
25-63,1801-1801-Weekday-01,432731-1801-1801-Weekday-01,"Reed High School",0,11104,250027
25-63,1801-1801-Weekday-01,432732-1801-1801-Weekday-01,"Reed High School",0,11104,250027
25-63,1801-1801-Weekday-01,432733-1801-1801-Weekday-01,"Reed High School",0,11104,250027
21-63,1801-1801-Weekday-01,432734-1801-1801-Weekday-01,"Lillard Drive and Prater Way",0,11104,210036
54-63,1801-1801-Weekday-01,432735-1801-1801-Weekday-01,"Meadowood Mall",0,54101,540067
54-63,1801-1801-Weekday-01,432736-1801-1801-Weekday-01,"Meadowood Mall",0,54101,540067
54-63,1801-1801-Weekday-01,432737-1801-1801-Weekday-01,"Meadowood Mall",0,54101,540067
54-63,1801-1801-Weekday-01,432738-1801-1801-Weekday-01,"Meadowood Mall",0,54101,540067
54-63,1801-1801-Weekday-01,432739-1801-1801-Weekday-01,"Meadowood Mall",0,54101,540067
54-63,1801-1801-Weekday-01,432740-1801-1801-Weekday-01,"Meadowood Mall",0,54101,540067
54-63,1801-1801-Weekday-01,432741-1801-1801-Weekday-01,"Meadowood Mall",0,54101,540067
54-63,1801-1801-Weekday-01,432742-1801-1801-Weekday-01,"Meadowood Mall",0,54101,540067
54-63,1801-1801-Weekday-01,432743-1801-1801-Weekday-01,"Meadowood Mall",0,54101,540067
54-63,1801-1801-Weekday-01,432744-1801-1801-Weekday-01,"Meadowood Mall",0,54101,540067
54-63,1801-1801-Weekday-01,432745-1801-1801-Weekday-01,"Meadowood Mall",0,54101,540067
54-63,1801-1801-Weekday-01,432746-1801-1801-Weekday-01,"Meadowood Mall",0,54101,540067
54-63,1801-1801-Weekday-01,432747-1801-1801-Weekday-01,"RTC CENTENNIAL PLAZA STATION",1,54101,540044
54-63,1801-1801-Weekday-01,432748-1801-1801-Weekday-01,"RTC CENTENNIAL PLAZA STATION",1,54101,540044
54-63,1801-1801-Weekday-01,432749-1801-1801-Weekday-01,"RTC CENTENNIAL PLAZA STATION",1,54101,540044
54-63,1801-1801-Weekday-01,432750-1801-1801-Weekday-01,"RTC CENTENNIAL PLAZA STATION",1,54101,540044
54-63,1801-1801-Weekday-01,432751-1801-1801-Weekday-01,"RTC CENTENNIAL PLAZA STATION",1,54101,540044
54-63,1801-1801-Weekday-01,432752-1801-1801-Weekday-01,"RTC CENTENNIAL PLAZA STATION",1,54101,540044
54-63,1801-1801-Weekday-01,432753-1801-1801-Weekday-01,"RTC CENTENNIAL PLAZA STATION",1,54101,540044
54-63,1801-1801-Weekday-01,432754-1801-1801-Weekday-01,"RTC CENTENNIAL PLAZA STATION",1,54101,540044
54-63,1801-1801-Weekday-01,432755-1801-1801-Weekday-01,"RTC CENTENNIAL PLAZA STATION",1,54101,540044
54-63,1801-1801-Weekday-01,432756-1801-1801-Weekday-01,"RTC CENTENNIAL PLAZA STATION",1,54101,540044
54-63,1801-1801-Weekday-01,432757-1801-1801-Weekday-01,"Meadowood Mall",0,54101,540067
54-63,1801-1801-Weekday-01,432758-1801-1801-Weekday-01,"Meadowood Mall",0,54101,540067
21-63,1801-1801-Weekday-01,432759-1801-1801-Weekday-01,"Lillard Drive and Prater Way",0,11101,210037
21-63,1801-1801-Weekday-01,432760-1801-1801-Weekday-01,"Lillard Drive and Prater Way",0,11102,210037
21-63,1801-1801-Weekday-01,432761-1801-1801-Weekday-01,"Lillard Drive and Prater Way",0,11102,210037
21-63,1801-1801-Weekday-01,432762-1801-1801-Weekday-01,"Lillard Drive and Prater Way",0,11102,210037
21-63,1801-1801-Weekday-01,432763-1801-1801-Weekday-01,"Lillard Drive and Prater Way",0,11103,210037
21-63,1801-1801-Weekday-01,432764-1801-1801-Weekday-01,"Lillard Drive and Prater Way",0,11103,210037
21-63,1801-1801-Weekday-01,432765-1801-1801-Weekday-01,"Lillard Drive and Prater Way",0,11103,210037
21-63,1801-1801-Weekday-01,432766-1801-1801-Weekday-01,"Lillard Drive and Prater Way",0,11103,210037
21-63,1801-1801-Weekday-01,432767-1801-1801-Weekday-01,"Lillard Drive and Prater Way",0,11103,210037
21-63,1801-1801-Weekday-01,432768-1801-1801-Weekday-01,"Lillard Drive and Prater Way",0,11103,210037
21-63,1801-1801-Weekday-01,432769-1801-1801-Weekday-01,"Lillard Drive and Prater Way",0,11103,210037
21-63,1801-1801-Weekday-01,432770-1801-1801-Weekday-01,"Lillard Drive and Prater Way",0,11103,210037
21-63,1801-1801-Weekday-01,432771-1801-1801-Weekday-01,"Lillard Drive and Prater Way",0,11104,210037
21-63,1801-1801-Weekday-01,432772-1801-1801-Weekday-01,"Lillard Drive and Prater Way",0,11105,210037
21-63,1801-1801-Weekday-01,432773-1801-1801-Weekday-01,"Lillard Drive and Prater Way",0,11105,210037
21-63,1801-1801-Weekday-01,432774-1801-1801-Weekday-01,"Lillard Drive and Prater Way",0,11105,210037
21-63,1801-1801-Weekday-01,432775-1801-1801-Weekday-01,"Lillard Drive and Prater Way",0,11105,210037
21-63,1801-1801-Weekday-01,432776-1801-1801-Weekday-01,"Lillard Drive and Prater Way",0,11105,210037
21-63,1801-1801-Weekday-01,432777-1801-1801-Weekday-01,"Lillard Drive and Prater Way",0,11105,210037
21-63,1801-1801-Weekday-01,432778-1801-1801-Weekday-01,"Lillard Drive and Prater Way",0,11105,210037
21-63,1801-1801-Weekday-01,432779-1801-1801-Weekday-01,"Lillard Drive and Prater Way",0,11105,210037
21-63,1801-1801-Weekday-01,432780-1801-1801-Weekday-01,"Lillard Drive and Prater Way",0,11105,210037
21-63,1801-1801-Weekday-01,432781-1801-1801-Weekday-01,"Lillard Drive and Prater Way",0,11106,210037
21-63,1801-1801-Weekday-01,432782-1801-1801-Weekday-01,"Lillard Drive and Prater Way",0,11106,210037
21-63,1801-1801-Weekday-01,432783-1801-1801-Weekday-01,"Lillard Drive and Prater Way",0,11106,210037
21-63,1801-1801-Weekday-01,432784-1801-1801-Weekday-01,"Lillard Drive and Prater Way",0,11106,210037
21-63,1801-1801-Weekday-01,432785-1801-1801-Weekday-01,"Lillard Drive and Prater Way",0,11106,210037
21-63,1801-1801-Weekday-01,432786-1801-1801-Weekday-01,"Lillard Drive and Prater Way",0,11106,210037
21-63,1801-1801-Weekday-01,432787-1801-1801-Weekday-01,"Lillard Drive and Prater Way",0,11106,210037
21-63,1801-1801-Weekday-01,432788-1801-1801-Weekday-01,"Lillard Drive and Prater Way",0,11106,210037
25-63,1801-1801-Weekday-01,432789-1801-1801-Weekday-01,"RTC CENTENNIAL PLAZA STATION",1,11101,250028
25-63,1801-1801-Weekday-01,432790-1801-1801-Weekday-01,"RTC CENTENNIAL PLAZA STATION",1,11101,250028
25-63,1801-1801-Weekday-01,432791-1801-1801-Weekday-01,"RTC CENTENNIAL PLAZA STATION",1,11101,250028
25-63,1801-1801-Weekday-01,432792-1801-1801-Weekday-01,"RTC CENTENNIAL PLAZA STATION",1,11101,250028
25-63,1801-1801-Weekday-01,432793-1801-1801-Weekday-01,"RTC CENTENNIAL PLAZA STATION",1,11102,250028
25-63,1801-1801-Weekday-01,432794-1801-1801-Weekday-01,"RTC CENTENNIAL PLAZA STATION",1,11102,250028
25-63,1801-1801-Weekday-01,432795-1801-1801-Weekday-01,"RTC CENTENNIAL PLAZA STATION",1,11102,250028
25-63,1801-1801-Weekday-01,432796-1801-1801-Weekday-01,"RTC CENTENNIAL PLAZA STATION",1,11102,250028
25-63,1801-1801-Weekday-01,432797-1801-1801-Weekday-01,"RTC CENTENNIAL PLAZA STATION",1,11104,250028
25-63,1801-1801-Weekday-01,432798-1801-1801-Weekday-01,"RTC CENTENNIAL PLAZA STATION",1,11104,250028
25-63,1801-1801-Weekday-01,432799-1801-1801-Weekday-01,"RTC CENTENNIAL PLAZA STATION",1,11104,250028
25-63,1801-1801-Weekday-01,432800-1801-1801-Weekday-01,"RTC CENTENNIAL PLAZA STATION",1,11104,250028
25-63,1801-1801-Weekday-01,432801-1801-1801-Weekday-01,"RTC CENTENNIAL PLAZA STATION",1,11104,250028
26-63,1801-1801-Weekday-01,432802-1801-1801-Weekday-01,"RTC CENTENNIAL PLAZA STATION",1,11101,260045
26-63,1801-1801-Weekday-01,432803-1801-1801-Weekday-01,"RTC CENTENNIAL PLAZA STATION",1,11101,260045
26-63,1801-1801-Weekday-01,432804-1801-1801-Weekday-01,"RTC CENTENNIAL PLAZA STATION",1,11101,260045
26-63,1801-1801-Weekday-01,432805-1801-1801-Weekday-01,"RTC CENTENNIAL PLAZA STATION",1,11101,260045
26-63,1801-1801-Weekday-01,432806-1801-1801-Weekday-01,"RTC CENTENNIAL PLAZA STATION",1,11101,260045
26-63,1801-1801-Weekday-01,432807-1801-1801-Weekday-01,"RTC CENTENNIAL PLAZA STATION",1,11102,260045
26-63,1801-1801-Weekday-01,432808-1801-1801-Weekday-01,"RTC CENTENNIAL PLAZA STATION",1,11102,260045
26-63,1801-1801-Weekday-01,432809-1801-1801-Weekday-01,"RTC CENTENNIAL PLAZA STATION",1,11102,260045
26-63,1801-1801-Weekday-01,432810-1801-1801-Weekday-01,"RTC CENTENNIAL PLAZA STATION",1,11102,260045
26-63,1801-1801-Weekday-01,432811-1801-1801-Weekday-01,"RTC CENTENNIAL PLAZA STATION",1,11103,260045
26-63,1801-1801-Weekday-01,432812-1801-1801-Weekday-01,"RTC CENTENNIAL PLAZA STATION",1,11104,260045
26-63,1801-1801-Weekday-01,432813-1801-1801-Weekday-01,"RTC CENTENNIAL PLAZA STATION",1,11104,260045
26-63,1801-1801-Weekday-01,432814-1801-1801-Weekday-01,"RTC CENTENNIAL PLAZA STATION",1,11104,260045
26-63,1801-1801-Weekday-01,432815-1801-1801-Weekday-01,"RTC CENTENNIAL PLAZA STATION",1,11104,260045
26-63,1801-1801-Weekday-01,432816-1801-1801-Weekday-01,"RTC CENTENNIAL PLAZA STATION",1,11102,260046
26-63,1801-1801-Weekday-01,432817-1801-1801-Weekday-01,"RTC CENTENNIAL PLAZA STATION",1,11102,260046
26-63,1801-1801-Weekday-01,432818-1801-1801-Weekday-01,"RTC CENTENNIAL PLAZA STATION",1,11102,260046
26-63,1801-1801-Weekday-01,432819-1801-1801-Weekday-01,"RTC CENTENNIAL PLAZA STATION",1,11104,260046
26-63,1801-1801-Weekday-01,432820-1801-1801-Weekday-01,"RTC CENTENNIAL PLAZA STATION",1,11104,260046
2-63,1801-1801-Weekday-01,432821-1801-1801-Weekday-01,"RTC 4th STREET STATION",1,2101,20082
2-63,1801-1801-Weekday-01,432822-1801-1801-Weekday-01,"RTC CENTENNIAL PLAZA STATION",0,2101,20083
2-63,1801-1801-Weekday-01,432823-1801-1801-Weekday-01,"RTC CENTENNIAL PLAZA STATION",0,2101,20083
2-63,1801-1801-Weekday-01,432824-1801-1801-Weekday-01,"RTC 4th STREET STATION",1,2101,20082
2-63,1801-1801-Weekday-01,432825-1801-1801-Weekday-01,"RTC 4th STREET STATION",1,2101,20082
2-63,1801-1801-Weekday-01,432826-1801-1801-Weekday-01,"RTC 4th STREET STATION",1,2101,20082
2-63,1801-1801-Weekday-01,432827-1801-1801-Weekday-01,"RTC 4th STREET STATION",1,2101,20082
2-63,1801-1801-Weekday-01,432828-1801-1801-Weekday-01,"RTC 4th STREET STATION",1,2101,20082
2-63,1801-1801-Weekday-01,432829-1801-1801-Weekday-01,"RTC 4th STREET STATION",1,2101,20082
2-63,1801-1801-Weekday-01,432830-1801-1801-Weekday-01,"RTC CENTENNIAL PLAZA STATION",0,2101,20083
2-63,1801-1801-Weekday-01,432831-1801-1801-Weekday-01,"RTC CENTENNIAL PLAZA STATION",0,2101,20083
2-63,1801-1801-Weekday-01,432832-1801-1801-Weekday-01,"RTC CENTENNIAL PLAZA STATION",0,2101,20083
2-63,1801-1801-Weekday-01,432833-1801-1801-Weekday-01,"RTC CENTENNIAL PLAZA STATION",0,2101,20083
2-63,1801-1801-Weekday-01,432834-1801-1801-Weekday-01,"RTC CENTENNIAL PLAZA STATION",0,2101,20083
2-63,1801-1801-Weekday-01,432835-1801-1801-Weekday-01,"RTC 4th STREET STATION",1,2101,20082
2-63,1801-1801-Weekday-01,432836-1801-1801-Weekday-01,"RTC 4th STREET STATION",1,2101,20082
2-63,1801-1801-Weekday-01,432837-1801-1801-Weekday-01,"RTC CENTENNIAL PLAZA STATION",0,2101,20083
2-63,1801-1801-Weekday-01,432838-1801-1801-Weekday-01,"RTC CENTENNIAL PLAZA STATION",0,2101,20083
2-63,1801-1801-Weekday-01,432839-1801-1801-Weekday-01,"RTC 4th STREET STATION",1,2101,20082
2-63,1801-1801-Weekday-01,432840-1801-1801-Weekday-01,"RTC CENTENNIAL PLAZA STATION",0,2101,20083
2-63,1801-1801-Weekday-01,432841-1801-1801-Weekday-01,"RTC 4th STREET STATION",1,2102,20082
2-63,1801-1801-Weekday-01,432842-1801-1801-Weekday-01,"RTC 4th STREET STATION",1,2102,20082
2-63,1801-1801-Weekday-01,432843-1801-1801-Weekday-01,"RTC 4th STREET STATION",1,2102,20082
2-63,1801-1801-Weekday-01,432844-1801-1801-Weekday-01,"RTC 4th STREET STATION",1,2102,20082
2-63,1801-1801-Weekday-01,432845-1801-1801-Weekday-01,"RTC 4th STREET STATION",1,2102,20082
2-63,1801-1801-Weekday-01,432846-1801-1801-Weekday-01,"RTC 4th STREET STATION",1,2102,20082
2-63,1801-1801-Weekday-01,432847-1801-1801-Weekday-01,"RTC 4th STREET STATION",1,2102,20082
2-63,1801-1801-Weekday-01,432848-1801-1801-Weekday-01,"RTC 4th STREET STATION",1,2102,20082
2-63,1801-1801-Weekday-01,432849-1801-1801-Weekday-01,"RTC 4th STREET STATION",1,2102,20082
2-63,1801-1801-Weekday-01,432850-1801-1801-Weekday-01,"RTC 4th STREET STATION",1,2102,20082
2-63,1801-1801-Weekday-01,432851-1801-1801-Weekday-01,"RTC 4th STREET STATION",1,2102,20082
2-63,1801-1801-Weekday-01,432852-1801-1801-Weekday-01,"RTC 4th STREET STATION",1,2102,20082
2-63,1801-1801-Weekday-01,432853-1801-1801-Weekday-01,"RTC 4th STREET STATION",1,2102,20082
2-63,1801-1801-Weekday-01,432854-1801-1801-Weekday-01,"RTC CENTENNIAL PLAZA STATION",0,2102,20083
2-63,1801-1801-Weekday-01,432855-1801-1801-Weekday-01,"RTC CENTENNIAL PLAZA STATION",0,2102,20083
2-63,1801-1801-Weekday-01,432856-1801-1801-Weekday-01,"RTC CENTENNIAL PLAZA STATION",0,2102,20083
2-63,1801-1801-Weekday-01,432857-1801-1801-Weekday-01,"RTC CENTENNIAL PLAZA STATION",0,2102,20083
2-63,1801-1801-Weekday-01,432858-1801-1801-Weekday-01,"RTC CENTENNIAL PLAZA STATION",0,2102,20083
2-63,1801-1801-Weekday-01,432859-1801-1801-Weekday-01,"RTC CENTENNIAL PLAZA STATION",0,2102,20083
2-63,1801-1801-Weekday-01,432860-1801-1801-Weekday-01,"RTC CENTENNIAL PLAZA STATION",0,2102,20083
2-63,1801-1801-Weekday-01,432861-1801-1801-Weekday-01,"RTC CENTENNIAL PLAZA STATION",0,2102,20081
2-63,1801-1801-Weekday-01,432862-1801-1801-Weekday-01,"RTC CENTENNIAL PLAZA STATION",0,2102,20081
2-63,1801-1801-Weekday-01,432863-1801-1801-Weekday-01,"RTC CENTENNIAL PLAZA STATION",0,2102,20081
2-63,1801-1801-Weekday-01,432864-1801-1801-Weekday-01,"RTC CENTENNIAL PLAZA STATION",0,2102,20081
11-63,1801-1801-Weekday-01,432865-1801-1801-Weekday-01,"RTC 4th STREET STATION",1,2102,110083
11-63,1801-1801-Weekday-01,432866-1801-1801-Weekday-01,"RTC 4th STREET STATION",1,2102,110083
11-63,1801-1801-Weekday-01,432867-1801-1801-Weekday-01,"RTC 4th STREET STATION",1,2102,110083
11-63,1801-1801-Weekday-01,432868-1801-1801-Weekday-01,"RTC 4th STREET STATION",1,2102,110083
11-63,1801-1801-Weekday-01,432869-1801-1801-Weekday-01,"RTC CENTENNIAL PLAZA STATION",0,2102,110093
11-63,1801-1801-Weekday-01,432870-1801-1801-Weekday-01,"RTC CENTENNIAL PLAZA STATION",0,2102,110093
11-63,1801-1801-Weekday-01,432871-1801-1801-Weekday-01,"RTC CENTENNIAL PLAZA STATION",0,2102,110093
11-63,1801-1801-Weekday-01,432872-1801-1801-Weekday-01,"RTC CENTENNIAL PLAZA STATION",0,2102,110093
2-63,1801-1801-Weekday-01,432873-1801-1801-Weekday-01,"RTC CENTENNIAL PLAZA STATION",0,2103,20083
2-63,1801-1801-Weekday-01,432874-1801-1801-Weekday-01,"RTC CENTENNIAL PLAZA STATION",0,2103,20083
2-63,1801-1801-Weekday-01,432875-1801-1801-Weekday-01,"RTC CENTENNIAL PLAZA STATION",0,2103,20083
2-63,1801-1801-Weekday-01,432876-1801-1801-Weekday-01,"RTC CENTENNIAL PLAZA STATION",0,2103,20083
2-63,1801-1801-Weekday-01,432877-1801-1801-Weekday-01,"RTC CENTENNIAL PLAZA STATION",0,2103,20083
2-63,1801-1801-Weekday-01,432878-1801-1801-Weekday-01,"RTC CENTENNIAL PLAZA STATION",0,2103,20083
2-63,1801-1801-Weekday-01,432879-1801-1801-Weekday-01,"RTC CENTENNIAL PLAZA STATION",0,2103,20083
2-63,1801-1801-Weekday-01,432880-1801-1801-Weekday-01,"RTC CENTENNIAL PLAZA STATION",0,2103,20083
2-63,1801-1801-Weekday-01,432881-1801-1801-Weekday-01,"RTC CENTENNIAL PLAZA STATION",0,2103,20083
2-63,1801-1801-Weekday-01,432882-1801-1801-Weekday-01,"RTC 4th STREET STATION",1,2103,20082
2-63,1801-1801-Weekday-01,432883-1801-1801-Weekday-01,"RTC 4th STREET STATION",1,2103,20082
2-63,1801-1801-Weekday-01,432884-1801-1801-Weekday-01,"RTC 4th STREET STATION",1,2103,20082
2-63,1801-1801-Weekday-01,432885-1801-1801-Weekday-01,"RTC 4th STREET STATION",1,2103,20082
2-63,1801-1801-Weekday-01,432886-1801-1801-Weekday-01,"RTC 4th STREET STATION",1,2103,20082
2-63,1801-1801-Weekday-01,432887-1801-1801-Weekday-01,"RTC 4th STREET STATION",1,2103,20082
2-63,1801-1801-Weekday-01,432888-1801-1801-Weekday-01,"RTC 4th STREET STATION",1,2103,20082
2S-63,1801-1801-Weekday-01,432889-1801-1801-Weekday-01,"Mechant Street and Commerce Steet",0,2140,2S0031
2S-63,1801-1801-Weekday-01,432890-1801-1801-Weekday-01,"Mechant Street and Commerce Steet",0,2140,2S0034
2S-63,1801-1801-Weekday-01,432891-1801-1801-Weekday-01,"Mechant Street and Commerce Steet",0,2140,2S0034
2S-63,1801-1801-Weekday-01,432892-1801-1801-Weekday-01,"Mechant Street and Commerce Steet",0,2140,2S0034
2S-63,1801-1801-Weekday-01,432893-1801-1801-Weekday-01,"RTC 4th STREET STATION",1,2140,2S0033
2S-63,1801-1801-Weekday-01,432894-1801-1801-Weekday-01,"RTC 4th STREET STATION",1,2140,2S0033
2S-63,1801-1801-Weekday-01,432895-1801-1801-Weekday-01,"RTC 4th STREET STATION",1,2140,2S0033
2S-63,1801-1801-Weekday-01,432896-1801-1801-Weekday-01,"RTC 4th STREET STATION",1,2140,2S0033
2S-63,1801-1801-Weekday-01,432897-1801-1801-Weekday-01,"Mechant Street and Commerce Steet",0,2150,2S0034
2S-63,1801-1801-Weekday-01,432898-1801-1801-Weekday-01,"Mechant Street and Commerce Steet",0,2150,2S0034
2S-63,1801-1801-Weekday-01,432899-1801-1801-Weekday-01,"Mechant Street and Commerce Steet",0,2150,2S0034
2S-63,1801-1801-Weekday-01,432900-1801-1801-Weekday-01,"Mechant Street and Commerce Steet",0,2150,2S0034
2S-63,1801-1801-Weekday-01,432901-1801-1801-Weekday-01,"RTC 4th STREET STATION",1,2150,2S0033
2S-63,1801-1801-Weekday-01,432902-1801-1801-Weekday-01,"RTC 4th STREET STATION",1,2150,2S0033
2S-63,1801-1801-Weekday-01,432903-1801-1801-Weekday-01,"RTC 4th STREET STATION",1,2150,2S0033
2S-63,1801-1801-Weekday-01,432904-1801-1801-Weekday-01,"RTC 4th STREET STATION",1,2140,2S0033
2S-63,1801-1801-Weekday-01,432905-1801-1801-Weekday-01,"RTC 4th STREET STATION",1,2140,2S0033
2S-63,1801-1801-Weekday-01,432906-1801-1801-Weekday-01,"RTC 4th STREET STATION",1,2140,2S0033
2S-63,1801-1801-Weekday-01,432907-1801-1801-Weekday-01,"Mechant Street and Commerce Steet",0,2140,2S0034
2S-63,1801-1801-Weekday-01,432908-1801-1801-Weekday-01,"Mechant Street and Commerce Steet",0,2140,2S0034
2S-63,1801-1801-Weekday-01,432909-1801-1801-Weekday-01,"Mechant Street and Commerce Steet",0,2140,2S0034
2S-63,1801-1801-Weekday-01,432910-1801-1801-Weekday-01,"Mechant Street and Commerce Steet",0,2140,2S0034
2S-63,1801-1801-Weekday-01,432911-1801-1801-Weekday-01,"Mechant Street and Commerce Steet",0,2150,2S0034
2S-63,1801-1801-Weekday-01,432912-1801-1801-Weekday-01,"Mechant Street and Commerce Steet",0,2150,2S0034
2S-63,1801-1801-Weekday-01,432913-1801-1801-Weekday-01,"Mechant Street and Commerce Steet",0,2150,2S0034
2S-63,1801-1801-Weekday-01,432914-1801-1801-Weekday-01,"RTC 4th STREET STATION",1,2150,2S0033
2S-63,1801-1801-Weekday-01,432915-1801-1801-Weekday-01,"RTC 4th STREET STATION",1,2150,2S0033
2S-63,1801-1801-Weekday-01,432916-1801-1801-Weekday-01,"RTC 4th STREET STATION",1,2150,2S0033
3CC-63,1801-1801-Weekday-01,432917-1801-1801-Weekday-01,"Robb Drive and Mae Anne Avenue",0,3120,3CC0044
3CC-63,1801-1801-Weekday-01,432918-1801-1801-Weekday-01,"Robb Drive and Mae Anne Avenue",0,3120,3CC0043
3CC-63,1801-1801-Weekday-01,432919-1801-1801-Weekday-01,"Robb Drive and Mae Anne Avenue",0,3120,3CC0043
3CC-63,1801-1801-Weekday-01,432920-1801-1801-Weekday-01,"RTC 4th STREET STATION",1,3120,3CC0037
3CC-63,1801-1801-Weekday-01,432921-1801-1801-Weekday-01,"RTC 4th STREET STATION",1,3120,3CC0038
3CC-63,1801-1801-Weekday-01,432922-1801-1801-Weekday-01,"RTC 4th STREET STATION",1,3120,3CC0038
3CC-63,1801-1801-Weekday-01,432923-1801-1801-Weekday-01,"RTC 4th STREET STATION",1,3125,3CC0038
3CC-63,1801-1801-Weekday-01,432924-1801-1801-Weekday-01,"RTC 4th STREET STATION",1,3125,3CC0038
3CC-63,1801-1801-Weekday-01,432925-1801-1801-Weekday-01,"RTC 4th STREET STATION",1,3125,3CC0037
3CC-63,1801-1801-Weekday-01,432926-1801-1801-Weekday-01,"Robb Drive and Mae Anne Avenue",0,3125,3CC0043
3CC-63,1801-1801-Weekday-01,432927-1801-1801-Weekday-01,"Robb Drive and Mae Anne Avenue",0,3125,3CC0043
3CC-63,1801-1801-Weekday-01,432928-1801-1801-Weekday-01,"Robb Drive and Mae Anne Avenue",0,3125,3CC0043
3CC-63,1801-1801-Weekday-01,432929-1801-1801-Weekday-01,"Robb Drive and Mae Anne Avenue",0,3125,3CC0044
4-63,1801-1801-Weekday-01,432930-1801-1801-Weekday-01,"Sharlands Avenue and Robb Drive",0,4101,40028
4-63,1801-1801-Weekday-01,432931-1801-1801-Weekday-01,"Sharlands Avenue and Robb Drive",0,4101,40028
4-63,1801-1801-Weekday-01,432932-1801-1801-Weekday-01,"Sharlands Avenue and Robb Drive",0,4101,40028
4-63,1801-1801-Weekday-01,432933-1801-1801-Weekday-01,"Sharlands Avenue and Robb Drive",0,4101,40028
4-63,1801-1801-Weekday-01,432934-1801-1801-Weekday-01,"Sharlands Avenue and Robb Drive",0,4101,40028
4-63,1801-1801-Weekday-01,432935-1801-1801-Weekday-01,"Sharlands Avenue and Robb Drive",0,4101,40028
4-63,1801-1801-Weekday-01,432936-1801-1801-Weekday-01,"Sharlands Avenue and Robb Drive",0,4101,40028
4-63,1801-1801-Weekday-01,432937-1801-1801-Weekday-01,"Sharlands Avenue and Robb Drive",0,4101,40028
4-63,1801-1801-Weekday-01,432938-1801-1801-Weekday-01,"Sharlands Avenue and Robb Drive",0,4101,40028
4-63,1801-1801-Weekday-01,432939-1801-1801-Weekday-01,"Sharlands Avenue and Robb Drive",0,4101,40028
4-63,1801-1801-Weekday-01,432940-1801-1801-Weekday-01,"Sharlands Avenue and Robb Drive",0,4101,40028
4-63,1801-1801-Weekday-01,432941-1801-1801-Weekday-01,"Sharlands Avenue and Robb Drive",0,4101,40028
